90.762814,43.228154,21.747788,13.343101,9.9126259,8.4911541,7.5943929,6.1243225,23.697403,3.7795796,0.80255581,0.34580007,0.27579958,0.11375799,0.19156455,17.756721,3.8527755,0.85726474,0.32833999,0.23767459,0.25712116,0.08586144,13.678624,4.5630895,0.9608008,0.52457587,0.34864011,0.20056391,0.18591411,10.649134,4.9777375,1.9869561,0.70559508,0.41031848,0.34125043,0.22316314,8.9196637,5.0626013,2.463122,1.3872758,0.70998513,0.3743569,0.2991403,8.2967186,5.5913807,2.8637114,1.5130066,0.9798068,0.58822493,0.32888672,7.8851366,6.0879845,3.7537959,2.0049877,1.1166083,0.68047824,0.42436442,6.4704027,5.4403757,3.9334934,2.4977688,1.5284071,0.93895692,0.56940575
43.228607,88.449604,44.327048,22.748139,14.478646,11.184899,9.5600963,7.5894851,17.713385,3.8347756,0.87459031,0.32482646,0.23678049,0.25530914,0.080366449,22.004392,2.4022335,1.0866953,0.13848758,0.29648687,0.12331447,0.15789056,18.266585,3.613148,0.3845138,0.45876877,0.13676067,0.16720171,0.13365154,14.021907,4.2366242,0.95357968,0.29333017,0.36927439,0.22690074,0.11915385,11.322882,4.5512895,1.5209047,0.74460996,0.34619771,0.28105254,0.1924603,10.182792,5.4779448,1.9506788,0.99344026,0.6556803,0.3920135,0.25613502,9.4998734,6.4353144,3.1396375,1.2912317,0.73655886,0.47532743,0.32913669,7.7348894,6.0024342,3.7440968,1.9772346,1.1153999,0.68159568,0.45328543
21.74385,44.325828,87.086376,43.219502,22.3729,14.562275,11.197864,8.4885994,13.60468,4.5376048,0.95953542,0.52248615,0.35515859,0.19769862,0.1822654,18.255542,3.6051451,0.37277277,0.46179136,0.14919338,0.17087761,0.14465831,20.847802,2.9936212,1.1007137,0.17779672,0.21861524,0.18392992,0.11351999,16.758031,3.1319234,0.74610114,0.34301013,0.24616455,0.18039695,0.14053263,13.091334,3.1040409,1.0971341,0.50228706,0.2484246,0.21276265,0.16004749,11.26423,4.0289538,1.1103835,0.90339975,0.50213547,0.28597732,0.20621862,10.172162,5.4076827,1.8929783,0.97072862,0.6500288,0.37916465,0.23971777,8.1419113,5.4773892,2.7989406,1.4898453,0.9690167,0.59136228,0.34169342
13.34747,22.75272,43.218532,86.888898,42.727305,22.381401,14.503068,9.9164988,10.577632,4.9589444,1.9916766,0.70431172,0.40293351,0.34183839,0.22566462,14.040738,4.221404,0.94518292,0.27594506,0.37002528,0.22550237,0.11525673,16.781454,3.1577725,0.74615426,0.34078136,0.24003284,0.17713069,0.1439493,20.962302,3.676323,0.51135219,0.3565791,0.2095807,0.13547294,0.15006327,16.066607,3.1965757,1.1766283,0.10790102,0.24341794,0.19909264,0.10046744,13.141741,3.1521489,1.1376444,0.52370594,0.25486693,0.22856234,0.16624337,11.360224,4.5454541,1.5236512,0.76175357,0.34788697,0.26857887,0.19879411,8.8322161,5.0395837,2.4661172,1.3918892,0.72572793,0.36931824,0.29541355
9.9234313,14.495087,22.377136,42.727794,86.881447,43.225096,22.761277,13.343626,8.8303019,5.0222467,2.4747801,1.4001924,0.70907847,0.36043611,0.29200939,11.356486,4.5548486,1.5376838,0.74325571,0.34817427,0.287517,0.19535535,13.135331,3.1440564,1.1332379,0.52004924,0.26253654,0.2131548,0.15814663,16.059714,3.2004813,1.1765348,0.10735936,0.24227261,0.20405176,0.10055056,20.961033,3.6793495,0.5024818,0.3685072,0.20292625,0.14765602,0.16714877,16.790194,3.1494884,0.75655909,0.32724191,0.25667615,0.16660811,0.12195609,14.04266,4.2213715,0.9353032,0.27659255,0.35416427,0.22899509,0.12144651,10.581477,4.9690953,1.9864666,0.70788102,0.40613441,0.35129804,0.21562227
8.4976694,11.20092,14.565996,22.384455,43.224753,87.078343,44.328583,21.744469,8.1461153,5.4719371,2.8021472,1.4889721,0.9691963,0.57582313,0.32740389,10.168535,5.4298604,1.8970209,0.96588029,0.64134346,0.38254964,0.25946996,11.283633,4.0193306,1.1113744,0.90859221,0.49932368,0.28385821,0.2039465,13.097949,3.0923058,1.1069052,0.50157292,0.24627305,0.22546009,0.16643306,16.755515,3.1318962,0.7552735,0.33188737,0.25956273,0.17272516,0.12127075,20.834281,3.0066499,1.0885222,0.18834172,0.20279916,0.18084215,0.12129124,18.261795,3.5835662,0.39438923,0.46015923,0.14886259,0.18130346,0.15402452,13.608613,4.5410525,0.94784335,0.53936358,0.36421663,0.18694355,0.16663786
7.5991384,9.5692095,11.189759,14.491792,22.760148,44.335194,88.458114,43.228936,7.7478631,6.0097795,3.7416214,2.0037382,1.1088648,0.68692427,0.42449984,9.5025609,6.4489473,3.1670491,1.3040329,0.71848096,0.47813096,0.32683629,10.212155,5.4895463,1.9379508,0.99161176,0.66972952,0.38707818,0.23503523,11.345432,4.5453784,1.5134899,0.76040939,0.34403264,0.26654773,0.20208697,14.023603,4.227979,0.95628493,0.28813243,0.36375938,0.22821669,0.12383315,18.266795,3.6054341,0.3871661,0.45621195,0.138038,0.17650859,0.15008099,22.011439,2.4153501,1.0801842,0.13609884,0.30847189,0.12401713,0.1351492,17.719845,3.8410904,0.871619,0.33116575,0.21712456,0.24393886,0.090920794
6.1255029,7.5935711,8.4884293,9.9151475,13.345266,21.746434,43.226005,90.772111,6.4778972,5.4447999,3.9407432,2.5190306,1.521844,0.9478063,0.56006884,7.8893176,6.0936238,3.7843453,2.0145006,1.1058666,0.67301299,0.43158995,8.3108048,5.6076678,2.8647011,1.4984562,0.97729934,0.60084002,0.34449999,8.9333533,5.069554,2.4548843,1.3823367,0.71985947,0.36744429,0.2925555,10.650894,4.978318,1.985172,0.70508034,0.40816723,0.34610622,0.21551652,13.677234,4.5649803,0.96059006,0.52692577,0.36443009,0.18529446,0.16628755,17.762781,3.8485645,0.85598238,0.33711977,0.22343556,0.25007605,0.096445329,23.70862,3.7691125,0.80685732,0.33216661,0.26952103,0.13038482,0.20593012
23.696351,17.715591,13.601648,10.570359,8.8127066,8.1269362,7.7345096,6.4645141,89.262326,23.749312,3.6989357,0.87669097,0.32113525,0.30350935,0.12805744,41.689271,17.685607,3.9928985,0.79572438,0.35861565,0.20775678,0.25417948,20.390155,13.149134,4.5800776,1.0461817,0.51413389,0.37351038,0.21446114,12.458482,9.956951,4.8021327,1.9800944,0.75647695,0.42582265,0.33930821,9.694597,8.330745,4.9173298,2.4187836,1.3736064,0.72800886,0.37136828,8.8971413,7.7149111,5.3782588,2.8515196,1.5108491,0.97463798,0.56776164,8.2686734,7.2066158,5.6419026,3.6396803,1.9992508,1.1147765,0.68370755,6.6456246,5.8634788,4.8832279,3.6943297,2.4433331,1.4990869,0.93497579
3.7787895,3.8503938,4.5271537,4.9603427,5.0157984,5.4518698,5.9936276,5.42398,23.751153,89.338841,23.840801,3.7156729,0.81527154,0.32923376,0.28383811,17.686162,41.592114,17.585291,3.9819558,0.84016142,0.36312742,0.24128226,13.158217,20.346586,13.104156,4.5597565,1.0307668,0.52801477,0.35250378,9.9464124,12.612386,9.9871105,4.8146134,2.0031274,0.75666682,0.41706145,8.3171988,9.8849924,8.3237614,4.9052105,2.4307197,1.375882,0.70391158,7.7472737,8.9108931,7.7058821,5.3347669,2.8201011,1.498129,0.96742309,7.2285958,8.1184854,7.245303,5.6378196,3.6428989,1.9941066,1.1087007,5.8644962,6.4628113,5.9481827,4.9158374,3.7013678,2.445934,1.5170215
