-8.3740998,-12.986952,-22.08407,-29.081567,-16.322544,-27.353451,-38.132009,-26.990288,-34.050103,-40.084233,-29.511856,-34.538929,-39.939849,-34.285282,-38.635204,-43.226321
-12.986145,-6.994277,-12.523675,-22.089096,-27.005596,-33.946179,-39.943962,-14.949872,-25.242169,-36.185957,-24.869383,-30.93543,-36.768734,-29.458115,-34.259195,-39.790186
-22.084263,-12.523675,-6.9939673,-12.988441,-29.45994,-34.334153,-39.746512,-24.870267,-30.93338,-36.767192,-14.948458,-25.246641,-36.18454,-26.994283,-33.896043,-40.021542
-29.081047,-22.089221,-12.990106,-8.372488,-34.294084,-38.673371,-43.227159,-29.510759,-34.538956,-39.981047,-26.990431,-34.056825,-40.165764,-16.315988,-27.352389,-38.085978
-16.318657,-27.005596,-29.45994,-34.285721,-8.4870789,-16.029765,-27.332039,-12.872893,-26.140877,-33.950552,-22.087004,-28.188953,-34.349082,-29.317567,-32.597404,-38.627132
-27.345014,-33.946179,-34.334153,-38.638644,-16.029765,-8.4868589,-16.31489,-26.151685,-12.870584,-27.017442,-28.188374,-22.082877,-29.462518,-32.596497,-29.314822,-34.263532
-38.122453,-40.083624,-39.936202,-43.227159,-27.34502,-16.318735,-8.3728137,-34.08357,-27.004128,-12.989423,-34.549382,-29.513484,-22.078007,-38.620816,-34.26205,-29.08461
-26.980905,-14.948877,-24.869173,-29.512097,-12.868987,-26.140417,-33.997101,-7.1750689,-14.546497,-25.237081,-12.36089,-23.876678,-30.940434,-22.076925,-28.141063,-34.477299
-34.044484,-25.242169,-30.93338,-34.466873,-26.140877,-12.870584,-26.995994,-14.553091,-7.1755145,-14.946415,-23.876672,-12.362104,-24.879013,-28.141117,-22.072414,-29.51126
-40.037815,-36.185957,-36.767192,-39.792746,-33.950552,-27.017442,-12.987901,-25.271479,-14.946415,-6.9942188,-30.941585,-24.879102,-12.524836,-34.271915,-29.457624,-22.081263
-29.512053,-24.869383,-14.948458,-26.981777,-22.087004,-28.188375,-34.478034,-12.366773,-23.876672,-30.941585,-7.1751002,-14.545803,-25.240446,-12.866536,-26.122434,-34.000642
-34.540762,-30.93543,-25.246641,-34.001363,-28.188953,-22.082877,-29.511711,-23.907449,-12.362104,-24.879102,-14.545803,-7.1753087,-14.945276,-26.122726,-12.86819,-26.990349
-39.843637,-36.768734,-36.18454,-40.024322,-34.349082,-29.462518,-22.078146,-30.996011,-24.879013,-12.524836,-25.240446,-14.945277,-6.9939907,-33.897898,-27.003495,-12.990365
-34.298898,-29.462288,-27.002568,-16.315988,-29.34945,-32.673214,-38.620816,-22.104566,-28.190116,-34.347621,-12.870909,-26.137923,-33.954714,-8.4857134,-16.02626,-27.344125
-38.645379,-34.335174,-33.953119,-27.352389,-32.674231,-29.347028,-34.26205,-28.229825,-22.085376,-29.461505,-26.137626,-12.872556,-27.011561,-16.02626,-8.485506,-16.312195
-43.182398,-39.978594,-40.162938,-38.085978,-38.661627,-34.271933,-29.08461,-34.581866,-29.513437,-22.081192,-34.055764,-26.998756,-12.991951,-27.344125,-16.312195,-8.3720917
