91.000951,42.783168,21.607138,13.815439,10.507563,7.9435957,24.207989,3.5252241,0.80236546,0.27738422,0.21657516,17.289715,4.3375949,0.85314603,0.2854417,0.27893157,13.13377,3.9989844,1.3348911,0.44016986,0.25706026,11.056245,4.694978,1.5636173,0.85405164,0.47664158,9.8295351,5.8442102,2.565465,1.1034998,0.61759271,7.8167091,5.7233023,3.3901241,1.8220136,0.9805807
42.785698,88.258678,43.99165,23.3004,15.228616,10.492075,17.267598,4.3323664,0.84530826,0.2821004,0.27259697,22.075874,2.6926065,0.67138563,0.41546642,0.099799551,17.509755,3.2632435,0.81233607,0.20631882,0.23565135,14.384582,3.7718215,0.71103561,0.47892491,0.30033773,12.457182,5.3795977,1.3786689,0.52563922,0.41844711,9.6752709,5.806295,2.5731956,1.1035432,0.6296702
21.605554,43.994864,86.426495,43.653166,23.293128,13.792838,13.079554,4.0096778,1.3621272,0.45098158,0.26339451,17.508805,3.2657045,0.81761465,0.21105332,0.23528768,20.119757,3.7286268,0.81344691,0.24489904,0.19659422,16.858834,2.4193882,0.98168013,0.33824369,0.18127208,14.367794,3.7272567,0.69305173,0.47825886,0.27115381,10.907153,4.6069618,1.5382389,0.844063,0.51365692
13.811479,23.30073,43.656054,86.425111,44.002548,21.602611,10.927208,4.6116661,1.5216085,0.84764265,0.48232116,14.367389,3.709505,0.68811616,0.4701713,0.294752,16.881647,2.413482,0.98731505,0.33638764,0.18052711,20.152284,3.7228329,0.82274807,0.24352514,0.20407431,17.535907,3.2720917,0.82195214,0.20200152,0.2278684,13.079334,4.0233175,1.3473911,0.45836966,0.26006134
10.510268,15.236627,23.304359,44.005803,88.275421,42.793917,9.6983011,5.8127744,2.5789404,1.1182646,0.62126254,12.466682,5.3968796,1.3928686,0.5240946,0.41407816,14.418057,3.7797619,0.69570093,0.49589265,0.27771236,17.516177,3.2659144,0.81327968,0.19926358,0.23096773,22.084453,2.6785323,0.67948029,0.40070077,0.11854381,17.280931,4.3387722,0.83064312,0.29473853,0.26002392
7.9475678,10.506453,13.8089,21.608434,42.78992,91.009027,7.8219191,5.7265323,3.4099841,1.8298547,0.96856181,9.8239008,5.8644968,2.5865728,1.0920475,0.6020613,11.062989,4.7066105,1.5542596,0.84218884,0.51796709,13.13474,4.0130915,1.3186158,0.45410106,0.24241752,17.304216,4.3325414,0.83527871,0.28803093,0.27032486,24.212182,3.5183245,0.81451083,0.27623324,0.21954687
24.210996,17.268117,13.078213,10.926261,9.6839535,7.8057662,89.544634,24.277348,3.6447903,0.74211415,0.27259563,40.850186,16.904434,4.2918303,0.90609633,0.28538416,20.3274,12.763964,3.9631671,1.3368809,0.45414519,13.343374,10.600307,4.6667895,1.5833743,0.84083119,10.487017,9.0786253,5.6518362,2.5738588,1.1233673,7.9634196,7.0330254,5.3705194,3.2995557,1.8242816
3.5270681,4.3380826,4.0061021,4.6233936,5.8090485,5.7147472,24.267577,89.41212,24.206337,3.6420162,0.80184133,16.890878,40.911996,16.978206,4.2828995,0.85033215,12.753902,20.464961,12.749662,3.9732643,1.3635138,10.61856,13.40642,10.55827,4.6558805,1.5424303,9.078032,10.511471,9.0958482,5.6339099,2.5797546,7.0220023,7.9903485,7.0923846,5.3733219,3.3829476
0.80354157,0.85471486,1.3532774,1.5365268,2.583538,3.3868152,3.6455054,24.205555,89.419085,24.272413,3.5202913,4.2816473,16.979093,40.913421,16.902557,4.3377226,3.9683518,12.750507,20.45888,12.755277,4.0177255,4.6543336,10.559796,13.409281,10.608107,4.6228536,5.6369124,9.0973793,10.513296,9.0787342,5.7971225,5.371587,7.0942646,7.9855689,7.0435224,5.7234425
0.27308049,0.28078696,0.44844815,0.8376886,1.1246998,1.8255971,0.73901123,3.638079,24.271094,89.554961,24.209217,0.90689126,4.2919891,16.91082,40.852752,17.276115,1.3312348,3.9672043,12.767936,20.312311,13.075512,1.5826851,4.6668216,10.590126,13.352894,10.913159,2.568093,5.6493908,9.080587,10.485949,9.688416,3.311706,5.3716633,7.0425012,7.9543336,7.8130187
