-8.3936927,-12.959833,-21.808554,-27.565901,-31.750188,-34.649639,-36.607873,-38.372508,-40.632635,-44.36251,-16.362427,-27.334896,-37.642987,-46.575685,-51.916089,-56.099668,-59.219364,-59.477886,-62.51286,-27.102015,-34.544593,-40.5787,-46.720839,-51.87199,-55.47296,-58.236142,-62.551636,-67.031565,-29.166272,-34.595726,-39.808107,-44.947516,-49.374389,-52.698162,-56.089363,-59.372832,-63.675671,-31.923998,-35.952517,-39.546921,-43.268597,-47.337966,-50.886022,-53.588248,-57.062739,-62.708037,-34.75928,-37.721796,-40.588484,-43.341778,-46.216966,-49.57697,-52.933995,-55.548806,-58.600108,-37.555548,-39.433752,-41.81177,-44.238091,-46.516829,-48.837513,-51.533182,-54.697273,-58.064277,-40.25077,-41.271524,-42.887639,-45.059511,-47.396803,-49.666933,-51.589952,-53.59955,-55.974529,-42.724741,-43.715184,-44.437822,-46.006965,-47.931602,-49.958885,-52.264899,-54.736785,-57.27603,-44.934157,-47.122455,-46.761609,-47.651781,-49.048742,-50.593296,-51.841613,-53.263622,-55.718383,-48.532692,-51.448353,-50.708548,-51.132881,-52.252697,-53.541262,-54.752549,-56.501642,-58.377829
-12.959547,-6.9972666,-12.349781,-20.842188,-26.296356,-30.162092,-32.83917,-34.879626,-37.04719,-40.634239,-27.126596,-34.458313,-40.370648,-46.413509,-51.509902,-54.954024,-57.59277,-61.978988,-67.93558,-14.999102,-25.668407,-36.802046,-47.273794,-54.440027,-56.945943,-58.407893,-60.861695,-63.969319,-24.580408,-31.137828,-37.259187,-44.337733,-50.511088,-55.889747,-59.59272,-59.875941,-64.002711,-27.102141,-31.866928,-36.792521,-42.109214,-47.768181,-52.281703,-56.499258,-62.188471,-64.990461,-30.01637,-33.475256,-36.957246,-40.697852,-44.918152,-49.68696,-54.066322,-57.332031,-61.627327,-32.855108,-35.225413,-37.95756,-40.956657,-43.999932,-47.226861,-51.174619,-56.076483,-61.117009,-35.645202,-36.979663,-38.988014,-41.46084,-44.25691,-47.128362,-49.763428,-52.572985,-56.743853,-38.511371,-39.191356,-40.355719,-42.226316,-44.38746,-46.959386,-49.989553,-53.328695,-56.685352,-41.368652,-42.331923,-42.436764,-43.573297,-45.173084,-46.817397,-48.633234,-50.890542,-54.076721,-45.314054,-46.741516,-46.098567,-46.958584,-48.389023,-49.577559,-51.141299,-53.039071,-55.401328
-21.80837,-12.349437,-6.8589471,-12.196151,-20.552957,-25.877773,-29.664624,-32.452116,-34.84843,-38.344983,-29.203689,-34.460753,-39.500423,-44.532274,-48.954655,-52.384336,-55.850265,-59.352702,-63.786057,-24.61818,-31.197272,-37.330369,-44.44525,-50.694174,-56.126759,-60.176528,-60.19502,-63.613407,-14.74056,-25.805224,-38.688249,-50.109856,-52.213742,-54.717822,-56.765853,-61.737566,-69.391892,-24.190932,-30.93196,-37.747932,-46.719074,-54.795917,-55.533516,-57.81071,-60.060784,-63.250148,-26.733083,-31.847186,-37.391198,-43.383402,-50.255458,-55.78164,-56.203461,-57.680194,-62.703265,-29.548691,-33.269864,-37.344829,-41.838431,-46.540647,-51.496246,-56.710075,-59.482001,-60.8187,-32.29257,-34.771338,-37.843894,-41.437154,-45.500988,-49.498903,-52.772423,-55.972302,-59.64789,-35.238759,-36.633344,-38.751465,-41.492635,-44.640782,-48.568794,-53.12563,-56.907922,-59.240341,-38.631399,-39.317795,-40.414654,-42.283689,-44.424799,-46.975157,-49.917221,-53.366877,-57.226035,-43.226922,-43.394372,-43.78614,-45.403397,-47.442828,-49.423453,-51.636567,-54.19653,-57.627109
-27.561602,-20.840289,-12.196151,-6.8456725,-12.145157,-20.455384,-25.758352,-29.66635,-32.821554,-36.601125,-32.024091,-35.753347,-39.220255,-42.941735,-47.078592,-50.773615,-53.598847,-56.974802,-62.321168,-27.174409,-31.992312,-36.984155,-42.378238,-48.053463,-52.561452,-56.365574,-61.815236,-65.963974,-24.197603,-30.978406,-37.835859,-46.821566,-54.51496,-55.21718,-57.474434,-59.904035,-63.292655,-14.745471,-26.128074,-38.923262,-47.588025,-50.875436,-57.365885,-60.916728,-59.859964,-62.817867,-24.246332,-31.422936,-38.582273,-46.34096,-51.792908,-54.028833,-57.033287,-62.860556,-68.333789,-26.71316,-32.213454,-38.23434,-44.048187,-48.683912,-52.674009,-56.899695,-60.415358,-63.970245,-29.45862,-33.351889,-37.750018,-42.590262,-46.973666,-49.872373,-52.46997,-56.117421,-62.344018,-32.333462,-34.899709,-38.04123,-41.722065,-45.819319,-49.943773,-53.231089,-55.872839,-59.302557,-35.822881,-37.25137,-39.26088,-41.855132,-44.616183,-47.521946,-50.406113,-53.324091,-56.739312,-40.701044,-41.066909,-42.458152,-44.74999,-47.154946,-49.347638,-51.456486,-53.802905,-56.63942
-31.743722,-26.292061,-20.552957,-12.145157,-6.852266,-12.129163,-20.455966,-25.878007,-30.149876,-34.643431,-34.931428,-37.489064,-40.109232,-42.823663,-45.845725,-49.357504,-52.970248,-55.836338,-58.762316,-30.110829,-33.614798,-37.153746,-40.897414,-45.055601,-49.833052,-54.380898,-57.708446,-61.661839,-26.729149,-31.849839,-37.442892,-43.513365,-50.256686,-55.612854,-56.167751,-57.69049,-62.246772,-24.23542,-31.387067,-38.490995,-46.221423,-51.923941,-54.279758,-57.241709,-62.824891,-68.416005,-14.794887,-26.229662,-38.098133,-48.213849,-53.619695,-55.055495,-57.809448,-61.528353,-65.636318,-24.306739,-31.674195,-38.6416,-45.304422,-51.533695,-58.778049,-58.594383,-58.245139,-62.060966,-26.699373,-32.193349,-38.129588,-43.818701,-48.474465,-52.290606,-56.682995,-60.96844,-63.850718,-29.552364,-33.325777,-37.487587,-41.902781,-46.542747,-51.492459,-56.041769,-59.112742,-61.799095,-32.981131,-35.457566,-38.231552,-41.163502,-44.127994,-47.379932,-51.320084,-56.040404,-60.552598,-37.852408,-39.231845,-41.346312,-43.884735,-46.270515,-48.411449,-51.067098,-54.453373,-58.988273
-34.646022,-30.154435,-25.877773,-20.455384,-12.129163,-6.8521332,-12.145083,-20.550893,-26.284363,-31.740961,-37.846649,-39.248497,-41.346551,-43.819059,-46.24474,-48.553127,-51.286796,-54.470332,-58.238561,-32.997563,-35.461715,-38.190838,-41.135855,-44.196763,-47.396447,-51.102709,-55.886209,-61.115992,-29.555933,-33.318134,-37.475807,-41.962759,-46.544526,-51.28943,-56.333639,-59.356883,-61.000962,-26.694886,-32.179766,-38.131893,-43.806722,-48.368706,-52.424055,-56.77011,-60.382632,-64.25728,-24.306554,-31.673781,-38.640374,-45.302476,-51.543128,-58.800677,-58.606121,-58.241628,-61.930203,-14.796392,-26.227603,-38.09648,-48.166398,-53.67755,-55.105662,-57.478694,-62.183164,-66.522988,-24.241077,-31.399719,-38.469788,-46.304455,-51.81282,-54.231755,-57.741656,-62.121217,-67.132597,-26.726396,-31.859749,-37.428526,-43.444855,-50.391308,-55.460523,-55.885335,-58.036934,-63.304939,-30.098331,-33.618279,-37.185879,-40.884901,-44.975591,-49.912093,-54.755069,-57.546047,-60.616209,-34.933979,-37.475048,-40.127145,-42.891264,-45.799808,-49.070771,-52.786824,-56.381888,-59.703942
-36.602883,-32.822361,-29.664624,-25.758352,-20.455966,-12.145083,-6.8455444,-12.194519,-20.835619,-27.563851,-40.701684,-41.094328,-42.496165,-44.710172,-47.078014,-49.432567,-51.684992,-53.825131,-56.247982,-35.848896,-37.274862,-39.244554,-41.797587,-44.642452,-47.654159,-50.3548,-53.005174,-56.671337,-32.341917,-34.908487,-38.035348,-41.741862,-45.900496,-49.8916,-53.087638,-56.107162,-59.637314,-29.457494,-33.35107,-37.751596,-42.591856,-46.959899,-49.848869,-52.479572,-56.198749,-62.196621,-26.717044,-32.226035,-38.231856,-44.053534,-48.775037,-52.526312,-56.835646,-60.96592,-63.83474,-24.252092,-31.436323,-38.56312,-46.422901,-51.663504,-53.974675,-57.487601,-62.089703,-67.35488,-14.746773,-26.127594,-38.925951,-47.583984,-50.787204,-57.798835,-60.274535,-59.854996,-63.430617,-24.193555,-30.982596,-37.807281,-46.779987,-54.688743,-54.857866,-57.605311,-60.805915,-63.481033,-27.164095,-31.995856,-37.008515,-42.322479,-47.990165,-53.003852,-56.52108,-60.378701,-65.09991,-32.021325,-35.737258,-39.261862,-42.995116,-46.85871,-50.498304,-54.000122,-57.817877,-62.401665
-38.35313,-34.851526,-32.452116,-29.66635,-25.878007,-20.550893,-12.194519,-6.8581215,-12.348771,-21.813574,-43.229217,-43.405848,-43.837183,-45.41108,-47.347217,-49.35156,-51.787203,-54.520335,-57.498653,-38.657389,-39.33561,-40.412244,-42.239348,-44.382699,-47.021823,-50.052606,-53.369068,-56.886014,-35.241178,-36.63727,-38.752775,-41.496005,-44.655467,-48.586297,-53.100504,-56.846489,-59.352263,-32.283806,-34.764875,-37.853522,-41.429387,-45.445926,-49.567809,-52.890662,-55.667162,-59.260682,-29.546153,-33.278245,-37.355015,-41.789,-46.558161,-51.720314,-56.390901,-59.169759,-61.524131,-26.731478,-31.858644,-37.380829,-43.335712,-50.422425,-55.633539,-55.984037,-58.076393,-63.203076,-24.1871,-30.936341,-37.722068,-46.686222,-54.966146,-55.162955,-58.049975,-61.1031,-63.426137,-14.738482,-25.808196,-38.651604,-50.296396,-51.924644,-54.884603,-57.461071,-60.857534,-66.653526,-24.611065,-31.20701,-37.353839,-44.320847,-50.96605,-56.451103,-58.774556,-60.359801,-65.541833,-29.1992,-34.455,-39.577101,-44.473498,-48.593483,-52.632843,-56.913881,-59.261936,-61.86561
-40.64336,-37.04719,-34.875672,-32.837044,-30.15705,-26.288982,-20.837654,-12.349001,-6.9964893,-12.963167,-45.302163,-46.721357,-46.135723,-46.996798,-48.337287,-49.474519,-51.118154,-53.167369,-55.632111,-41.377633,-42.326549,-42.422374,-43.550643,-45.14362,-46.805309,-48.654697,-50.921905,-54.169472,-38.493379,-39.174798,-40.345259,-42.247719,-44.40697,-46.907056,-49.900457,-53.414366,-57.144983,-35.619696,-36.952178,-38.995114,-41.492998,-44.20501,-47.013626,-49.884083,-52.924487,-56.658829,-32.840106,-35.216147,-37.980294,-40.953908,-43.91024,-47.214039,-51.418055,-56.351299,-60.614018,-30.00504,-33.475759,-36.976955,-40.671007,-44.844912,-49.788369,-54.345139,-57.024818,-60.768031,-27.091961,-31.86745,-36.807457,-42.045644,-47.722026,-52.663798,-56.368169,-60.465098,-65.124375,-24.572998,-31.145422,-37.276682,-44.219097,-50.784866,-56.083412,-58.245292,-59.986069,-65.595396,-14.997207,-25.679507,-36.766806,-47.331494,-54.603926,-55.875164,-59.12657,-63.383362,-64.244702,-27.120345,-34.462631,-40.453755,-46.133935,-51.446471,-56.286416,-57.465183,-59.514247,-64.906785
-44.36251,-40.623646,-38.363321,-36.604794,-34.646527,-31.747604,-27.568084,-21.813489,-12.963503,-8.3937918,-48.526326,-51.450671,-50.752853,-51.179437,-52.280314,-53.522649,-54.700649,-56.435874,-58.220887,-44.94942,-47.142108,-46.743376,-47.625703,-49.090517,-50.67386,-51.828627,-53.110258,-55.670206,-42.713927,-43.714307,-44.412485,-46.029429,-48.052576,-50.014781,-52.028638,-54.416679,-57.320488,-40.239345,-41.246594,-42.877161,-45.128798,-47.481426,-49.569138,-51.3674,-53.575342,-56.318618,-37.556868,-39.422191,-41.826273,-44.306326,-46.527405,-48.702971,-51.367956,-54.809843,-58.872544,-34.761415,-37.715989,-40.616935,-43.406265,-46.171989,-49.371321,-53.012021,-56.269274,-59.302621,-31.922519,-35.941908,-39.589399,-43.30578,-47.140159,-50.772803,-54.282264,-58.197109,-62.220869,-29.163354,-34.592394,-39.87699,-44.882622,-49.076495,-53.126437,-57.356381,-59.348285,-61.916309,-27.097138,-34.549758,-40.655914,-46.454247,-51.891223,-56.844153,-57.858976,-59.837372,-65.278185,-16.359528,-27.350782,-37.588442,-46.553786,-52.828943,-54.923728,-57.415669,-60.663131,-65.869841
