-8.3950772,-12.963298,-21.801864,-27.510417,-31.650298,-34.670135,-37.138873,-40.602872,-16.363012,-27.312216,-37.72181,-46.391895,-51.814698,-56.501156,-58.703074,-27.133108,-34.516062,-40.411186,-46.958342,-52.014567,-54.167449,-58.063248,-29.209211,-34.694577,-39.693894,-44.495182,-49.426415,-53.235706,-55.790315,-31.876773,-36.017757,-39.786366,-43.385895,-46.919419,-50.48963,-54.651456,-34.582415,-37.512832,-40.472177,-43.393582,-46.458163,-49.468365,-52.925863,-37.573409,-39.316413,-41.476543,-43.856532,-46.463976,-49.630642,-53.33598,-41.149788,-41.977404,-43.17745,-44.889499,-46.509544,-48.729296,-51.511381,-45.934874,-45.961333,-46.556535,-48.122615,-49.86247,-51.84276,-54.259721
-12.962812,-7.0014064,-12.342471,-20.798324,-26.220585,-30.208591,-33.380032,-37.144707,-27.155466,-34.435656,-40.194003,-46.680606,-51.584476,-53.801324,-58.127602,-15.01062,-25.629853,-36.70604,-47.978873,-53.27185,-57.680471,-59.490488,-24.614951,-31.221451,-37.0823,-43.798221,-51.406234,-55.645496,-58.019906,-27.06718,-31.962395,-37.010607,-42.056253,-47.057598,-52.357762,-58.105367,-29.843461,-33.266393,-36.939527,-40.972993,-45.181239,-48.930541,-53.101309,-32.821473,-35.012734,-37.553073,-40.471451,-44.053725,-48.313075,-53.010766,-36.438227,-37.570085,-39.059617,-41.001811,-43.138695,-45.885016,-49.4953,-41.388173,-41.487494,-42.503234,-44.090549,-45.954454,-48.03032,-51.271363
-21.802529,-12.343009,-6.8577276,-12.174275,-20.508358,-25.931003,-30.192408,-34.668223,-29.239335,-34.531267,-39.349176,-44.116051,-49.162397,-53.19158,-55.856538,-24.651169,-31.262926,-37.18496,-44.003895,-51.707264,-56.112842,-58.085476,-14.749289,-25.815736,-38.320822,-51.40578,-51.553392,-53.173049,-58.082013,-24.161475,-31.072621,-38.023653,-46.213593,-54.387616,-57.581389,-57.523321,-26.568482,-31.668798,-37.511771,-44.056098,-50.117096,-53.407771,-56.395458,-29.459481,-32.917308,-36.85024,-41.50144,-47.249526,-53.414371,-57.126167,-32.951573,-35.17998,-37.685318,-40.526057,-43.961507,-48.085415,-53.000815,-37.832915,-39.027606,-40.955158,-43.20906,-45.897483,-49.012799,-53.133765
-27.508011,-20.797803,-12.174275,-6.8307968,-12.132702,-20.506762,-26.210392,-31.649207,-31.992737,-35.853802,-39.397314,-42.893338,-46.419795,-50.201169,-54.659605,-27.147957,-32.116816,-37.204553,-42.206848,-47.044853,-52.081119,-57.788137,-24.170938,-31.106634,-38.065736,-46.160078,-53.965486,-57.239571,-57.517743,-14.726924,-26.265553,-38.814039,-47.010389,-52.348502,-57.042105,-58.868528,-24.086477,-31.267959,-38.991184,-47.111491,-50.183416,-52.771948,-58.181594,-26.590485,-31.739297,-37.662058,-44.309083,-50.398823,-53.495303,-56.211469,-29.99315,-33.507972,-37.238304,-41.301978,-45.553082,-49.52635,-53.334777,-34.813313,-37.369895,-40.12526,-43.125395,-46.275813,-49.40231,-52.877851
-31.641842,-26.213907,-20.508358,-12.1327,-6.8307567,-12.1732,-20.794738,-27.51083,-34.809468,-37.379922,-40.138592,-43.117242,-46.334536,-49.692226,-53.058785,-29.987775,-33.520837,-37.222168,-41.342991,-45.642037,-49.432531,-53.182091,-26.605017,-31.739122,-37.669759,-44.350574,-50.360576,-53.465275,-56.41705,-24.095437,-31.268251,-38.992435,-47.109551,-50.179999,-52.841478,-58.164903,-14.7244,-26.266147,-38.817309,-47.041072,-52.279682,-57.366847,-58.90682,-24.162275,-31.110906,-38.046929,-46.150887,-54.073286,-56.891182,-57.525123,-27.151432,-32.114961,-37.166606,-42.119645,-47.055649,-52.263376,-58.122853,-31.991599,-35.856254,-39.402997,-42.785086,-46.330583,-50.009633,-54.668802
-34.663804,-30.193749,-25.931003,-20.506762,-12.1732,-6.8570629,-12.341693,-21.802903,-37.820743,-39.038701,-40.926383,-43.271353,-45.886811,-49.149282,-53.435914,-32.938717,-35.149064,-37.691631,-40.614001,-44.020741,-48.158727,-52.989078,-29.462342,-32.917163,-36.850283,-41.504796,-47.261498,-53.439607,-57.157797,-26.575907,-31.668873,-37.506661,-44.0213,-50.145439,-53.449753,-56.20559,-24.152676,-31.076285,-38.004828,-46.20473,-54.50609,-57.206825,-57.545753,-14.748262,-25.815967,-38.298746,-51.484002,-51.429427,-53.26987,-58.413298,-24.651301,-31.280506,-37.13045,-43.885251,-51.897308,-56.237962,-57.784303,-29.240237,-34.54006,-39.36742,-44.02931,-49.006219,-53.157878,-56.295771
-37.138873,-33.374797,-30.204481,-26.215948,-20.795493,-12.341689,-7.0004074,-12.963776,-41.355416,-41.492621,-42.477261,-44.213639,-45.926307,-48.292388,-51.512871,-36.424161,-37.49238,-39.09086,-41.021029,-43.208658,-45.87524,-49.658141,-32.798419,-35.010712,-37.562744,-40.485452,-44.039886,-48.258729,-53.017014,-29.838673,-33.267346,-36.952933,-40.956788,-45.137218,-49.067077,-53.307732,-27.056446,-31.971581,-37.014695,-42.020469,-47.090818,-52.571821,-58.180813,-24.612471,-31.233329,-37.076613,-43.771508,-51.548879,-55.714246,-57.668689,-15.009539,-25.628671,-36.686416,-48.120908,-53.24643,-57.065218,-59.290629,-27.151696,-34.44612,-40.181314,-46.548501,-51.580365,-54.331265,-58.764487
-40.601942,-37.134364,-34.668223,-31.649207,-27.51083,-21.802902,-12.963826,-8.3943309,-45.882177,-45.972315,-46.548425,-48.103993,-49.852812,-51.929876,-54.838248,-41.136077,-41.909167,-43.133977,-44.867687,-46.742166,-48.719723,-51.644767,-37.527952,-39.313654,-41.490019,-43.895534,-46.473105,-49.524561,-53.144003,-34.566967,-37.509296,-40.498017,-43.41524,-46.391586,-49.411199,-52.904449,-31.872408,-36.024092,-39.815085,-43.371065,-46.836083,-50.364802,-54.708167,-29.202504,-34.705404,-39.715012,-44.445561,-49.308465,-53.365428,-56.325776,-27.130047,-34.537216,-40.399429,-46.844932,-52.06542,-54.749851,-58.690976,-16.360363,-27.321647,-37.682451,-46.426047,-52.251719,-56.070348,-57.457097
-16.362548,-27.155466,-29.240298,-31.994972,-34.831197,-37.883553,-41.379829,-45.970494,-8.4940745,-16.052556,-27.087054,-37.550079,-46.309597,-51.887227,-56.272738,-12.846769,-26.24802,-33.615768,-39.916979,-46.416228,-50.676953,-53.680649,-21.975391,-28.010417,-33.419669,-38.620418,-43.801303,-48.991222,-53.064997,-28.536253,-30.4631,-34.398721,-38.297395,-42.023804,-45.764846,-50.130614,-34.185386,-33.054197,-35.686861,-38.881763,-42.09736,-45.478371,-49.524095,-39.234047,-35.762396,-36.949722,-39.378798,-42.184606,-45.300486,-49.052698,-43.286016,-39.114221,-39.028288,-40.573137,-42.58375,-45.007451,-47.975317,-47.176755,-43.956215,-42.907217,-43.799412,-45.686725,-48.099147,-51.252999
-27.312216,-34.42609,-34.526265,-35.867302,-37.375913,-39.043443,-41.492621,-46.112329,-16.052973,-8.477387,-16.047157,-27.104694,-37.650385,-46.323777,-51.631795,-26.247965,-12.858766,-26.155894,-33.507359,-39.767366,-46.250152,-51.369293,-28.023583,-22.131886,-27.89782,-33.294924,-38.555908,-43.748291,-49.047985,-30.504973,-29.128477,-30.336324,-34.139437,-38.057718,-41.906637,-46.353739,-33.136034,-35.696773,-33.053799,-35.342872,-38.56313,-42.063114,-46.41597,-35.959168,-42.240826,-36.182517,-36.770044,-39.174141,-42.161169,-45.766325,-39.360358,-46.652726,-40.044858,-38.690227,-40.03541,-42.443768,-45.824944,-43.948354,-49.378702,-45.174679,-42.333531,-43.161405,-45.619718,-49.571077
