-8.3944004,-12.946484,-21.770364,-27.562187,-32.168054,-36.872127,-16.370155,-27.303903,-37.569476,-46.764218,-52.421719,-27.120271,-34.671537,-40.54781,-46.13218,-51.061422,-29.055145,-34.558439,-39.918884,-45.134686,-50.146774,-31.791374,-35.689014,-39.350064,-43.233649,-47.983345,-35.193755,-37.839312,-40.293647,-42.836394,-46.225146,-40.081698,-41.726852,-43.765117,-46.135916,-49.552895
-12.945476,-6.9877278,-12.333445,-20.857766,-26.682865,-32.180285,-27.148244,-34.587107,-40.330163,-45.817284,-51.038953,-14.99343,-25.717349,-36.683799,-46.512436,-53.964817,-24.472279,-31.061,-37.434475,-44.701875,-50.651572,-26.968665,-31.547188,-36.517679,-42.0764,-48.573556,-30.36504,-33.404205,-36.411556,-39.88735,-44.380318,-35.263947,-37.409463,-39.578385,-42.24308,-46.192635
-21.769967,-12.333445,-6.8381399,-12.222107,-20.857398,-27.569398,-29.114123,-34.456845,-39.70049,-44.995085,-50.030738,-24.520795,-31.14851,-37.580248,-44.951086,-50.646777,-14.682653,-25.792389,-39.212145,-48.936459,-51.207066,-24.032181,-30.505452,-37.260827,-46.672553,-56.569213,-27.032405,-31.628932,-36.502405,-42.003339,-48.499736,-31.896636,-35.454054,-38.857252,-42.714708,-47.77126
-27.565131,-20.857766,-12.222107,-6.8375979,-12.332463,-21.771117,-31.888336,-35.451917,-38.881703,-42.774695,-47.974708,-27.037665,-31.652901,-36.577562,-42.038825,-48.566149,-24.038824,-30.505447,-37.263224,-46.683556,-56.576665,-14.676101,-25.795241,-39.186158,-49.062355,-51.09216,-24.51334,-31.143177,-37.542061,-44.835082,-50.85836,-29.111013,-34.428229,-39.735873,-44.892163,-49.73088
-32.168054,-26.679726,-20.855727,-12.332548,-6.9865645,-12.946642,-35.231674,-37.396689,-39.66906,-42.27882,-46.232493,-30.365149,-33.432094,-36.442033,-39.878912,-44.487937,-26.955923,-31.545842,-36.536155,-42.046433,-48.427223,-24.458418,-31.065264,-37.445484,-44.591003,-50.882599,-14.991402,-25.718989,-36.652779,-46.612382,-54.39658,-27.137014,-34.573905,-40.335896,-45.557113,-50.945366
-36.863601,-32.166542,-27.561713,-21.771362,-12.946919,-8.3932102,-40.058845,-41.719702,-43.752562,-46.130426,-49.736482,-35.201271,-37.825152,-40.257394,-42.861935,-46.475334,-31.774906,-35.676253,-39.376667,-43.259486,-47.836246,-29.052396,-34.55249,-39.959736,-45.026146,-49.858504,-27.114571,-34.682504,-40.591511,-45.946479,-50.984301,-16.366905,-27.310357,-37.515997,-46.77043,-52.905303
-16.368603,-27.148244,-29.114123,-31.888335,-35.258613,-40.120066,-8.4912628,-16.055648,-27.047416,-37.486185,-46.74892,-12.839734,-26.256883,-33.662431,-39.618092,-45.800872,-21.976937,-27.950341,-33.527864,-39.153482,-45.033953,-28.607644,-30.382373,-34.150663,-38.124104,-42.814825,-34.496831,-33.2503,-35.566916,-38.490429,-42.296485,-40.377591,-37.542349,-39.205796,-42.014419,-46.102448
-27.303903,-34.584264,-34.476047,-35.484349,-37.396689,-41.730941,-16.058194,-8.4766788,-16.04808,-27.052197,-37.578197,-26.250738,-12.846214,-26.122749,-33.612563,-40.280976,-27.963784,-22.108386,-27.846142,-33.4981,-39.747379,-30.449157,-29.251666,-30.403739,-34.162641,-38.945178,-33.343495,-36.295465,-33.230487,-35.505737,-39.679343,-37.586116,-43.530541,-37.321908,-39.174621,-43.707978
-37.569476,-40.322023,-39.750321,-38.908693,-39.66906,-43.759657,-27.050979,-16.04808,-8.4759853,-16.058042,-27.308235,-33.625178,-26.122529,-12.84601,-26.24251,-34.559674,-33.521733,-27.845546,-22.11125,-27.975096,-34.491244,-34.14448,-30.402965,-29.242302,-30.455328,-35.514771,-35.508817,-33.23023,-36.296576,-33.319867,-37.372303,-39.246774,-37.321584,-43.574406,-37.531526,-41.669433
-46.764218,-45.84807,-45.045914,-42.796664,-42.27882,-46.120827,-37.486465,-27.052197,-16.058042,-8.4891258,-16.368406,-39.620305,-33.650409,-26.248209,-12.840252,-27.143794,-39.219228,-33.528774,-27.961352,-21.980423,-29.128856,-38.121811,-34.164367,-30.387277,-28.589491,-31.881732,-38.487625,-35.559003,-33.226059,-34.507056,-35.233582,-42.039454,-39.177961,-37.533118,-40.43849,-40.150857
