90.428574,43.327774,22.501984,13.082801,23.473202,4.0807302,0.68378449,17.513792,3.5394618,0.92657095,14.399145,4.5693769,0.94791,10.747271,5.238705,1.9875346
43.326123,87.854753,45.42081,22.479318,17.42733,3.5098574,0.95566375,21.230957,2.7498047,0.93912174,19.173454,3.5300479,0.48005166,14.30653,4.5631279,0.94303849
22.49545,45.419389,87.866893,43.314566,14.336403,4.5862333,0.93868772,19.202804,3.5249844,0.48231284,21.247654,2.7334662,0.95414999,17.409314,3.5378172,0.93617921
13.083564,22.483136,43.315471,90.453724,10.754717,5.2729207,1.983525,14.410893,4.5746705,0.94665636,17.495848,3.5630653,0.90436441,23.521318,4.0659883,0.69872934
23.491156,17.436314,14.335416,10.747417,88.702856,23.414632,4.0873859,41.979371,17.508914,3.525964,21.339114,13.943737,4.5930823,12.106145,10.143435,5.2339429
4.0815929,3.5193537,4.59174,5.2386904,23.413367,88.698071,23.51186,17.512651,41.974625,17.446749,13.943895,21.338719,14.325449,10.143343,12.107032,10.749512
0.69148422,0.92838276,0.9476543,1.9855959,4.086114,23.491457,90.430772,3.5526086,17.499841,43.31437,4.5720284,14.388674,22.506782,5.2340516,10.750688,13.087206
17.49088,21.241853,19.183451,14.37507,41.986622,17.51625,3.5517227,87.454161,21.577221,2.7468705,44.69841,19.085536,3.544725,21.338832,13.961247,4.5532543
3.532468,2.7443538,3.5392984,4.552374,17.516964,41.969908,17.476595,21.573025,87.430701,21.251836,19.082343,44.682767,19.190586,13.958789,21.337255,14.362716
0.94682497,0.9451596,0.48593038,0.94345426,3.5124316,17.443785,43.31463,2.7360893,21.249171,87.850242,3.5322093,19.188969,45.40894,4.5632083,14.300599,22.486666
14.391411,19.183254,21.25338,17.473497,21.346511,13.954656,4.5393851,44.692249,19.087091,3.5456141,87.440973,21.588515,2.7309276,41.970536,17.510122,3.5675791
4.5563807,3.5306094,2.7248628,3.5622502,13.947662,21.341623,14.36857,19.071575,44.686586,19.192907,21.591066,87.443652,21.262324,17.507876,41.95864,17.4805
0.94758531,0.4820075,0.95113456,0.94044931,4.582866,14.327609,22.500695,3.5509858,19.187768,45.4107,2.7453352,21.264435,87.868101,3.5416553,17.423867,43.303187
10.752037,14.329175,17.444299,23.518818,12.101667,10.126593,5.2292469,21.313987,13.935778,4.6045899,41.973612,17.518928,3.5429414,88.712047,23.432923,4.0706747
5.2591136,4.5951095,3.5383508,4.0640828,10.117016,12.097806,10.747674,13.926197,21.331066,14.322212,17.516595,41.954726,17.449213,23.436149,88.71715,23.532066
1.9965079,0.93682013,0.91135201,0.69526701,5.2678684,10.75631,13.088329,4.6019412,14.382185,22.494241,3.5637754,17.513223,43.303791,4.0743461,23.528644,90.454261
